,Unnamed: 0,Column1,Groserias,Vulgar,Agresivo,Ofensivo,Unnamed: 0.1
25,3431,3431.0,"@ssptransitover @VialidadXalapa Blvd Europa afuera de la plaza Calabria.
Pero no se preocupen, ya se fue.",0,0,0,
2620,5958,,Que ser exitoso y talentoso no te quite lo naco y estúpido como #HarryStyles ❤️,0,0,1,5958.0
2348,153,,@revistapolemon @lopezobrador_ No es solamente un pendejo,1,0,1,153.0
2133,6041,,@__VaderGT @Vyviicah Cállate eso está en todo 😈😈😈😈,0,1,0,6041.0
2953,1642,,Perro maldito,0,0,1,1642.0
2458,5273,,@MagoMike2 Utaaaa y esta perra? Haha,1,0,0,5273.0
1527,1718,1718.0,@ElTioPio1 @MundoDarwin @VictorDuenasCU @CubaAdn @CubanetNoticias @diariodecuba @MarioJPenton Que arma ni la cabeza de un guanajo!!!! No tergiversen la información!!!!,0,0,0,
1725,707,,@Chescan4 @CarlosTorresF_ @monerohernandez @lopezobrador_ Pobres pendejos ahuevo quieren llamar la atención jajajajajajajajaja,1,0,1,707.0
2687,4950,,"@RagnaChibi Pues de lo mostrado lo único que se puede sacar, es que la resolución se sigue viendo........pixelada, al menos a la distancia 

El Ap artístico también lo empeora un pelín el como se ve",0,0,0,4950.0
502,2074,,@Messismo10 Retrasado,0,0,1,2074.0
623,284,284.0,La economía China pura blandenguería.,0,0,1,
1564,4242,,@alitomorenoc De las familias mexicanas no mames.,1,0,0,4242.0
1558,3105,,@Lat648 Esta Gorila enfrentó a la dictadura mientras Néstor hacía negocios en Santa Cruz. Sos un #sorete #HDP ojalá te pudras,1,0,1,3105.0
1979,1201,,"No veo diferencia entre los TRVE wokes, los funistas y los panistas, siempre terminan siendo la misma persona.",0,0,0,1201.0
1822,80,80.0,"@SinLinea_Mx La confianza que le da ser amigote del presidente AMLO y que este lo cubra con su manto protector, ha ver que pasara cuando salga AMLO y ya no pueda cubrir a sus finos amigos",0,0,0,
1481,2314,2314.0,@JoeQuimby_mx2 @_VicenteSerrano @Radio_Formula @ChumelTorres @JoseCardenas1 @lopezdoriga @DeniseMaerker @CiroGomezL @maxwoodside @javierpoza Jjajaja como cae solito el marrano de @_VicenteSerrano,0,0,1,
2452,4428,,"La salud mental es una lucha constante llena de altibajos, podés estar feliz un día y sentir que todo va bien, pero al otro no podés ni salir de la cama. https://t.co/CQ2rNCHSuQ",0,0,0,4428.0
890,4332,,"@ExpansionMx @carinagt Éxito ojalá y así se haga, Las fuerzas armadas son esencial en el país , es la organización que nos protege",0,0,0,4332.0
1064,2352,,@JesusRCuevas @GobiernoMX Ineptos y negligentes! Que quieren que les aplaudamos ahora?,0,0,1,2352.0
681,2644,2644.0,"@FerrCarrillo Con razón te dejo Catherine Fulop pq eres un pobre mentiroso y hablador de paja, y con razón te arrimas al gobierno para enriquecerte de dinero de tu país, ya q dices q todo está bonito y es pura falsedad, acá estamos peor q antes, y ojalá un día coma mierda por infeliz.",1,1,1,
937,447,,"Viejo culero, ya militarizó el país https://t.co/HSCiePihMu",1,1,1,447.0
1929,286,286.0,"@SailiClara Xd tiene razón en q es una blandenguería eso.. pero la pobre, cree q en el servicio de aprende algo jajaj, si el sitio en el q más tiempo perdí de mi vida.",0,0,1,
1766,3988,3988.0,@5zambranocz Trata que no te peguen pelotudo,1,1,0,
1028,1896,,Que asco da María Julia Lafuente,0,0,1,1896.0
1622,4968,,Yo merezco un premio por tener la intuición más chingona del mundo y que siempre mis suposiciones son ciertas 🙌,1,0,0,4968.0
2552,3587,,"Me donaron 500 sobres de comida para gato !
😚😚 muchas gracias!!
Nomas nos faltan croquetas !
Si gustan apoyar a ml chiqui refugio permanente de gatos viejitos, 22 miaus lo agradeceran mucho
Entre hoy y mañana llega una viejita de antirrabico de Tutitlan,allá los sacrifican :(",0,0,0,3587.0
2420,3872,,Este tonto ahora ven porque son torpes y no entienden ?  ¡Es el pueblo que pide la reelección! No es el presidente quien se está imponiendo no seas ignorante esperancita. Dejen de MENTIR. https://t.co/7MZk8WAIHo,0,0,1,3872.0
1619,1065,1065.0,Fer siendo nuestro papá trayéndonos comida y dulces cada q puede y trayéndome cuchara para q coma helado lo keremos mucho,0,0,0,
1818,4047,,@ClaudioXGG 🤣🤣🤣🤣🤣🤣¡Catón y tú @ClaudioXGG se va a Shanghái vía Sumatra! Par de inútiles y miserables. https://t.co/Wc1n9wUfms,0,1,1,4047.0
2566,948,,Me pasó cuando estaba en la prepa y se siente muy feo que la gente te ataque solo por no sé cómo ellos y creen que es uy chido atacar a la gente nada más por qué si. https://t.co/ELm6Dfxawi,0,0,0,948.0
1965,4728,,@jenniedestello Pienso que es porque la canción es mas comercial que otra cosa.,0,0,0,4728.0
1596,3443,3443.0,Perro sarnoso,0,0,1,
923,1318,,"@juancar35546865 No tengo deseos de celebrar desde 2018.

Sí tengo patria, como quién tiene un hijo que se droga y no le hace fiesta",0,0,0,1318.0
1658,148,148.0,@ClaudiaOrtizSV Y ninguna alcaldía ha revisado sus onerosos salarios para ajustarlos a una realidad sin fodes. Siguen mamando como nada hubiera cambiado. La mayoría de políticos son un atajo de vividores!,1,0,1,
766,25,25.0,"@KarinaZ78588122 Ciertamente 👌🏼
Pero la #OposicionMiserableYMezquina a donde pertenece ésta adlátere de keith raniere, son el cáncer de la humanidad: mienten, roban y destruyen sin inmutarse.",0,0,1,
2288,5729,,"@ysuca91siete Que nos digan los nombres de las víctimas que ustedes dicen, recordemos que el comisado es un delincuente que no respeta a las mujeres o ustedes también lo defiende?",0,0,0,5729.0
1167,5031,,mi tipo de flirteo es reaccionarte a varias cosas hasta q sea mutuo y de ahí empezar una conver,0,0,0,5031.0
2099,2814,,jajaja este vejestorio y su demencia culia https://t.co/3ScAIV4VBS,1,0,1,2814.0
3628,4256,,@yadithvaldez No mames por qué está usando calcetines?,1,0,0,4256.0
563,769,,"@ferbelaunzaran Osea al final, ya has aceptado que @AccionNacional es un partido incapaz de ser oposición al gobierno actual, un partido de INCAPACES.
Bueno
es es el resultado de tener de presidente a un personaje nefasto e ignorante como @MarkoCortes 

A los tibios los vomita... (dice el poeta)",0,1,1,769.0
3368,1981,,"ya estoy harta que en mi fyp me salgan TikToks del té de Don't Worry Darling, no me interesaaaaaaaaa",0,0,0,1981.0
994,1269,1269.0,"@luminiux @El_Espantajo_ @WeweMilus @Jennisopsia @elchaqueta @SkreamMachine @elnef @Echarrasqueado Esos videos de cámaras de seguridad, sí están bieeen rudos. Pero mi top, sigue siendo el chico Soriana.",0,0,0,
2490,5341,,@latinus_us Mira nada más ka burra hablando de orejas.  Vieja rata igual qué su patron,1,0,1,5341.0
1419,5757,,"@QuePocaMadreMex Por mucha necesidad, tu no tienes derecho a enseñar delinquir a tus hijos, mejor enséñales como se gana el dinero y el trabajo que cuesta, yo veo en este video, una delincuente entrenando futuros delincuentes",0,0,0,5757.0
2861,5859,,"@juana75283966 @AndryMujica4 @LunaAnier @EmmaRincon Es posible que se incrementen estos abusos en todo el mundo. Ya están dando señales de que quieren acabar con el cristianismo, empezando por los católicos. Utilizarán a los protestantes engañados por el Demonio, que les ha hecho creer que es la gran ramera, siendo que no lo es.",0,0,1,5859.0
645,5140,,@bta_Demian Al comandante sin bolas vistiendo cómo Fidel y Chávez.,1,0,1,5140.0
3857,2513,,"@Sharelygrc Dios sharely eso era secreto porque solo te dije a ti 

DREAMCRAFT",0,0,0,2513.0
1468,4245,,"@GiuIianoDMedici No mames uno todo desnalgado, y con eso, valiendo puro chorizo 🤣",1,0,0,4245.0
1226,5758,,"El Comisario es detenido con las reglas del Régimen de Excepción y al delincuente que roba, toca mujeres, asalta las casas en Mejicanos de apodo ""el espagueti"" ayer lo dejaron libre ¿qué corona tienen los delincuentes para que no los PROCESE la justicia?.

https://t.co/hNdtwMDJ0E",0,0,0,5758.0
3920,2043,,Por enfocarte en el camino de los demás tus sueños se han retrasado.,0,0,0,2043.0
2627,3716,,"@FreakyparteroC Ellos no tienen el sentido del ridículo,ni son coherentes,ni imparciales,etc, etc.",0,0,1,3716.0
1883,3427,,serían yo yendo por un cuernito alfredo despues de una rutina bien padre en el gym ????,0,0,0,3427.0
2184,232,,Un imbécil ese Briceño https://t.co/UmEdmP2g2E,0,0,1,232.0
220,2765,2765.0,@Medicilio Yo una buena tortilla de patata...umm no me cansaría nunca 🤣,0,0,0,
3634,2789,,@MisaelRamirezGu Pobre este vejestorio su hijo otro loco lloran ya no disimulan su dolor fu ardor su envidia a Lopez obrador y pensar que seguirá siendo su padre otros 2 años más y lo que sigue,0,0,1,2789.0
1896,2723,2723.0,El colgado es Samuelito Tictok. Gracias al presidente las aguas se le calmaron a este paniaguado. https://t.co/787qvCy1QM,0,0,1,
1593,3597,3597.0,Otro q debería estar investigado para q entre a CANADÁ es el tinterillo de NAKA-SIKI 😏 https://t.co/bJ9xruM4Vh,0,0,1,
3601,5558,,"@JesusRCuevas @SEP_mx Mucho bla bla bla, para defender la inútil que  nombraron secretariado educación",0,0,1,5558.0
973,2099,,"Promotor/a de cambaceo Nezahualcoyotl Estado de México, Nezahualcóyotl  
 🔽 ⬇ APLICA YA ❗  ⬇  🔽 
 https://t.co/yZDxqOK3gW 
#oportunidadlaboral #oportunidaddetrabajo #empleo #cv #bolsadetrabajo #vacante #trabajo #Nezahualcóyotl #Estad https://t.co/6iiLZV9bnz",0,0,0,2099.0
1052,108,108.0,@leonugo @LeonardoCurzio @SEP_mx Hoy en la mañanera denostó al Dr Curzio por criticar la decisión de nombrar a personal de apoyo como titulares de secretarias consideradas estratégicas y de paso lo utilizo de pretexto para arropar a su muy criticada nueva secretaria.,0,0,0,
1973,2740,,sabías que yordi rosado es una botarga con un enano adentro?,0,0,1,2740.0
1771,5616,,1 vez más identificándome con Mediocre de Ximena Sariñana,0,0,1,5616.0
3482,1992,,"Cada dia que pasa mas chifládo don Hipopótamo Umanzor..

https://t.co/BOzhjfZvOh",0,0,0,1992.0
3427,5650,,"@deniseramosm Es una vergüenza esa Secretaria, su plan es una distorsión en la enseñanza de la historia y demás materias.
López recorrió el país por décadas dando mensajes de odio que se esparció como un virus, ahora querrán contaminar la mente de los niños con su visión mediocre.",0,0,1,5650.0
2965,3484,,@humbertrios @Aeromexico Por fin Aeroméxico está reabriendo rutas que se necesitan. Y es que no me gusta viajar en otra aerolínea que no sea AM.,0,0,0,3484.0
883,933,933.0,"@DeniseDresserG @lopezobrador_ Ya diste el primer paso. Aceptar que el pueblo adora a Andres Manuel. El segundo es que dejes el pensamiento cipayo, y aceptes de que el carisma puede ser un elemento de liberación para quienes  no tienen para pagar las colegiaturas de las carísimas universidades donde das clase.",0,0,0,
2498,3322,,"@brisa7766433br1 @migueldelrioabg no está comprobado. Córdoba no cometió ningún delito, él fue entrampado.  el tipo además no está siendo condenado por eso, infórmese idiota!",0,0,1,3322.0
1057,5536,,"@crowncitizenllc @delamokev @elchiringuitotv @criscubero El club más querido, no lo quieren ni en Catalunya, ha sido un equipo represor y ladrón, su sextete manchado por el robo de Stanford Bridge y fuera de Barcelona nadie lo quiere, los odian desde el Espanyol hasta el Girona.",0,0,0,5536.0
1297,4084,4084.0,"Y dentro de sus actos de corrupción, principalmente tú, Claudia (@Claudiashein), la cantidad de delincuencia organizada y la cantidad de crímenes que permites en Ciudad de México para beneficiar a tus cúpulas de poder y empresariales amigas, son muy grandes, no son nada menores: https://t.co/28AdTuLSNi",0,0,0,
3146,4329,,@SuperOjO88 Puff se ve mejor en mi One X ✨ ojalá algún día pueda obtener la Series X,0,0,0,4329.0
3614,4430,,"Me gusta mucho la paz mental que estoy trabajando, sentirme feliz y libre💙",0,0,0,4430.0
445,2907,,@coccainomanos @Total90Mx @Chivas Deja basura o comida tirada y aparecen,0,0,0,2907.0
2831,4883,,"@ninayasi Jamás, solo iría a un lugar sin ti para probarlo y después llevarte 💖",0,0,0,4883.0
3409,1809,,@Al_Manji @melissaayala92 Lo dice el sidoso que le va a las chivas,0,1,1,1809.0
212,1534,1534.0,"@abrahamendieta Tu no cantas mal las rancheras y eres peor que ellos, por darte golpes de pecho y ser un vendido al miserable López y su 4ta deformación de México lo están destruyendo y tú eres un gachupin de 4ta que tarde o temprano pagarás tus crímenes aún los que debes en España",0,0,1,
1931,4607,4607.0,"Ya vi a muchos diciendo que el prorrateo ""obligaría"" a ""no darle crédito"" a los estudiantes. Si dejamos el eufemismo, lo que están diciendo es que optarían por robar los datos.
El prorrateo no te ""obliga"" a ello, y si esa es la primera solución quizá deberían revisitar su ética.",0,0,0,
3105,2323,,"También aplica para las señoras henecias tóxicas que no conocen nada de la trayectoria de Hyun en SS501 y no quieren investigarla porque ""él ya es solista"". https://t.co/UTWjV0Adld",0,0,0,2323.0
3665,5789,,"@LauraTeresaSalg @jaimeto47395131 @CarlosVZenteno @lorenzocordovav Pero el no traga del erario, ni se le.paga nada o tú le pagas de tus impuestos? . Ves la diferencia? Se les exige a los que se les paga de nuestro dinero. Tú acaso no le exiges a un plomero que le pagas y que te deja mal un trabajo? O le aplaudes? Lo defiendes? Así actúas tu?",0,0,0,5789.0
1764,5168,5168.0,Que bien se siente sudar mientras entrenas.,0,0,0,
2756,4617,,"🏳‍⚧ Profesor es encarcelado por negarse a usar lenguaje inclusivo: ""Mis creencias religiosas no son mala conducta"" https://t.co/ub82t3NQEM https://t.co/wGiaNPSg3G",0,0,0,4617.0
522,1355,,"@Romeo_257 @DESTRO_GAMER @TvDannyZ Si existió en algún momento, deja de ser una utopia.",0,0,0,1355.0
987,2333,2333.0,"QUE FELIZ FUI CON LA ESCENA DEL ANILLO😭😭😭😭😭 es que si le hcian algo a Maruja iba a quemar toooodo!!! Estoy feliz. Voy a llorar, chao #NoticiaDeUnSecuestro",0,0,0,
1310,1574,1574.0,"@Amina_maktub @RoanaBuenavent1 @Unbogo @PaulosorioDr @AdolfoROrtega @Jhtm1982Torres @FerCoronaG @Tupeorp39518112 @ASAS27971976 @anitamartindc @cevalloslaura @alegvilla1 @LU15_CDMX @luisghernan @luireed @BerdejoVictor @favila_ignacio @IzqLatamMarx @lupibm2509 @vontau42 @ligthtowers El mismo pueblo no permitiremos el golpe blando de una gavilla de conservadores corruptos, pueblo y gobierno unido, jamas sera vencido .
Te saludo con cariño y afecto, apreciada Amina",0,0,1,
220,3562,,Yo voto por gato panqueque y tu?📸🌟,0,0,0,3562.0
652,3722,,No tolero a Don ridículo. https://t.co/Fs3kvh1Qlg,0,0,1,3722.0
341,1057,,@normacandela @santiagoyaelpe4 Yo solo vi un perro bien fino 👌🏻,0,0,0,1057.0
714,1486,,"@callodehacha No fue la oposición, fue una encuesta ped0rra de otro lameculos comecuandohay como tú.",1,1,1,1486.0
923,3883,3883.0,"@FabrizioRomano Xavi es un idiota, tiene de titulares a sus amigos, uiere un puto lateral teniendo a balde y dest que le dan Miles de vueltas a Marcos Alonso, Meunier y Foyth",1,0,1,
657,4335,,Ojalá mi mamá si quiera que asemos carne hoy hahahahahaha 🤤🤤🤤,0,0,0,4335.0
1413,1597,,"De aplauso (sarcasmo) a la nueva secretaria de educación
Que daño se le hace a los niños teniendo a este tipo de gentuza",0,0,1,1597.0
61,337,337.0,"@Somos_Guaymas @SEMAR_mx
@ASIPONAGUAYMAS
@COESPRISSON
@cepcsonora
@CEAGuaymas
Urge retirar basura de canal del drenaje pluvial en Punta Arena que pasa por #API y descarga en el mar. Mantener prendida bomba carcamo de rebombeo.
Población en zonas bajas, en riesgo de inundación https://t.co/UruXwdYHGg",0,0,0,
1037,96,,Jorge adonay que buena mierda 🤣,1,0,0,96.0
1205,481,,"@GusMenFox @FCBarcelona_es Los estoy viendo y bien pueden evitar esa jalada (sorry) de TE MANDO UN FUERTE ABRAZO,
tu reportero en Tijuana hoy recibió 4 fuertes abrazos, pobre se quedó DOLIDO del cuerpo. Si te molestas por mi observación, en serio lo suento, pero NO todo es bueno con uds.",0,0,0,481.0
1813,76,,@ClavdiaCornell Gente más mierda la que dejó el covid,1,0,1,76.0
970,461,,Es que se pasa el viejo care chimba @lopezobrador_ https://t.co/IzwLzUOJS6,0,0,0,461.0
1597,914,914.0,"La gente woke no denuncia en tribunales ya que sus acusaciones no se sostendrían ante procesos serios de descargo de pruebas. Con el pretexto de que ""no los defienden"" hacen de estas redes, un circo donde la chusma decide. Aún sin pruebas, solo con el dicho de la víctima.",0,0,0,
1085,4440,4440.0,"@PadredeTrans Esto es cojonudo, nunca mejor dicho. Osea, si naces mujer y ""te sientes hombre"" te tienes que castrar, amputar y drogar pero si naces hombre, con ponerte peluca y decirlo te basta.
Lo que pretenden es castrar hembras. (Y más cosas, claro)",1,0,0,
1192,1608,,@OpinadorProfes4 Ojalá todos los españoles respondieran así a las agresiones de esta gentuza. A ver si tomaban civilidad. 😎,0,0,1,1608.0
1134,2774,,"Vejestorio carepicha, ojalá se caiga bajando las gradas",0,0,1,2774.0
902,1946,1946.0,"@mario_dico50 @alitomorenoc @GobiernoMX Ahora ya normalizas, con lo que has estado mame, mame y mame con la mañanera. Pinche senil deja que el otro joto se defienda solo. No necesito a nadie para tranzar",1,1,1,
1815,3948,,"Que blandengue somos los izquierdistas con esos asesinos de la derecha, yo pensé que era nada más acá en venezuela https://t.co/p5b1D5QZFs",0,0,0,3948.0
601,4387,,@GracielaAyalaO Ya hasta vi feministas con un hastag   para que liberen  al  subnormal ese…,0,0,1,4387.0
520,5173,,@rosacampin @DanteFontana3 Lo que más hay es venezolanos con bolas . Solo hay mendigando por bonos y bolsa,1,0,0,5173.0
1900,920,,"29. Paramore (802 mins, 225 streams)
Creo que es una de mis bandas favoritas últimamente, la empecé a escuchar desde el año pasado cuando pasó la polémica con Olivia Rodrigo JQJDHWHDHJA Hayley Williams te amo

Fav song: Misery Business y en general todo el álbum After Laughter https://t.co/C6kT2v0Es9",0,0,0,920.0
1238,718,,"Tsia, quién tanto les festeja sus mamadas para que sigan actuando como pendejos?",1,0,1,718.0
